n_solved
17
22
20
19
18
11
22
15
17
15
7
9
16
32
13
16
11
8
9
4
23
18
34
7
13
9
10
22
4
26
12
19
25
5
12
9
17
14
9
17
6
7
10
7
25
10
12
9
19
6
9
23
14
5
11
16
14
22
10
10
17
6
19
12
20
14
9
14
12
9
17
18
9
23
6
30
26
14
9
14
19
26
16
17
7
23
3
9
24
26
36
24
10
11
8
11
24
19
12
19
8
21
15
16
11
0
28
21
15
4
21
15
9
27
21
7
11
14
23
9
8
19
22
10
12
11
28
16
13
22
18
16
11
15
17
9
10
12
15
12
6
15
9
9
29
11
16
5
15
16
22
9
13
16
15
19
18
14
19
39
9
15
8
19
24
13
12
6
15
17
34
19
12
20
28
18
17
14
22
7
22
9
10
15
21
33
12
14
11
18
14
13
20
35
8
14
12
14
19
11
25
18
15
12
8
15
16
11
11
16
6
10
11
18
14
22
15
9
16
39
10
15
15
14
13
23
21
19
14
24
10
7
34
11
26
11
10
17
16
21
11
30
18
13
11
22
15
17
8
8
13
34
19
12
37
28
9
27
7
12
19
14
6
10
18
39
10
39
33
23
14
15
9
11
9
18
41
12
16
6
11
9
8
15
15
8
11
10
24
34
7
14
15
14
23
37
18
17
21
12
16
31
17
14
35
13
10
13
16
20
30
20
16
19
25
16
22
12
38
22
20
10
7
38
23
20
42
16
10
23
30
11
14
12
11
20
19
28
35
13
20
38
21
34
22
6
12
17
6
13
23
22
13
9
29
11
9
11
16
13
13
19
10
13
32
29
28
16
11
23
10
17
15
15
18
14
8
8
0
40
8
4
33
13
15
13
11
20
11
35
20
13
17
22
25
10
13
28
24
12
7
10
24
8
23
22
18
31
17
17
24
8
14
14
10
10
10
32
14
8
13
28
20
22
29
26
10
12
4
17
10
21
14
16
12
21
12
9
8
12
30
12
12
15
7
22
20
8
10
15
23
7
10
11
12
10
14
14
10
32
18
27
11
27
21
22
19
23
26
28
23
15
11
17
10
14
14
11
15
21
9
13
15
38
15
13
7
9
10
12
19
14
19
10
12
16
17
21
37
16
38
18
21
15
12
21
13
8
13
10
15
24
27
10
12
25
11
10
11
12
14
14
15
14
18
9
31
19
18
20
21
15
14
24
32
16
26
20
16
32
10
16
12
19
25
13
11
19
15
10
19
7
17
15
14
17
12
8
17
23
7
10
7
11
11
13
21
12
21
15
4
13
19
7
17
0
11
33
21
10
27
23
16
32
5
11
22
22
10
11
16
19
14
13
7
9
10
14
21
25
35
21
10
28
9
8
13
7
18
19
16
8
29
6
14
13
13
11
19
16
5
13
12
24
9
7
23
15
27
21
16
9
18
5
12
7
23
11
9
24
19
37
18
24
17
22
12
18
24
14
12
12
25
17
15
9
20
25
13
19
23
39
17
17
12
25
16
8
23
19
15
22
11
11
17
30
36
18
17
15
14
11
10
13
15
9
11
18
16
14
9
15
13
22
18
20
5
9
12
11
15
7
19
10
9
16
11
13
15
36
18
23
29
26
8
24
14
17
19
5
16
19
20
3
10
11
12
18
14
10
14
13
9
22
7
35
9
10
13
14
16
12
5
15
21
10
13
15
21
22
10
15
28
14
12
14
23
14
10
7
9
18
19
8
19
11
38
21
16
14
6
14
35
15
11
12
19
22
9
30
13
21
19
8
22
15
10
9
10
14
11
25
15
21
20
17
11
10
20
9
9
15
9
6
13
17
12
12
12
7
8
23
14
9
14
24
14
14
11
8
37
22
20
8
18
15
16
25
22
13
38
12
10
23
15
20
8
11
25
25
12
17
14
23
15
5
22
10
13
13
22
14
24
29
12
18
15
17
35
12
9
20
26
12
18
28
18
36
9
9
28
24
8
19
27
9
21
39
15
23
34
8
20
12
10
7
17
20
7
13
15
15
14
13
19
8
10
13
20
20
9
8
32
11
16
19
24
10
20
24
25
20
11
18
18
12
15
18
13
4
11
9
15
17
7
7
10
16
20
8
21
21
10
15
14
17
26
36
25
23
19
5
20
12
24
27
19
37
16
24
21
15
19
20
27
13
31
13
36
15
13
15
15
23
10
17
26
39
12
12
16
10
14
13
7
16
21
13
29
23
9
8
17
33
10
10
9
19
16
26
19
16
15
9
10
14
12
9
10
24
27
18
14
18
17
15
14
17
10
16
12
17
15
16
12
24
14
10
25
12
11
11
12
14
21
24
22
15
40
19
13
11
13
7
17
13
12
28
7
28
9
22
14
10
26
36
12
18
12
10
29
11
7
9
30
22
19
16
30
11
20
10
8
8
13
8
16
14
6
15
11
13
13
12
10
5
14
4
21
11
11
17
16
13
10
17
11
12
21
15
9
12
11
12
11
14
10
8
12
6
21
16
17
19
16
17
15
18
15
13
10
9
17
9
22
17
18
22
13
20
20
11
7
15
16
16
22
17
17
6
6
26
14
9
29
8
17
7
6
21
32
12
10
6
20
18
11
14
12
16
10
9
15
9
9
15
10
14
22
12
12
9
12
9
27
8
22
11
25
9
14
11
14
28
9
15
10
13
9
24
19
14
9
10
25
23
32
14
10
13
8
15
7
37
13
7
8
8
10
9
18
7
6
10
12
13
16
14
23
15
25
23
13
9
21
14
18
15
7
5
22
25
10
18
21
16
24
26
35
8
13
10
16
7
15
12
24
11
17
19
11
23
25
12
13
10
15
10
21
17
20
7
16
15
18
9
15
11
13
19
10
10
20
9
15
8
12
23
16
30
34
23
14
11
24
16
8
27
26
12
9
21
21
40
11
11
12
22
18
17
6
10
9
11
29
10
21
15
24
33
22
29
24
29
10
17
18
7
19
20
8
3
8
12
9
9
11
18
8
10
21
12
19
12
8
9
13
34
30
18
24
12
8
16
10
16
9
9
21
18
15
7
9
11
17
8
10
18
11
23
10
12
25
16
27
5
16
22
27
21
11
10
19
27
12
16
18
14
35
22
10
20
12
5
16
17
10
19
11
14
21
23
14
17
11
27
11
20
25
16
26
17
16
9
22
35
14
13
28
16
18
16
12
16
17
29
9
18
13
26
8
9
8
12
13
12
16
11
16
25
15
21
13
22
13
15
25
37
34
7
27
20
11
21
9
20
23
16
32
8
34
11
7
11
19
15
26
12
14
18
22
8
14
11
13
19
13
42
15
10
13
13
12
7
9
18
25
23
16
10
20
16
6
8
15
16
18
20
8
6
37
10
14
14
17
18
20
11
31
28
13
5
10
18
23
6
13
11
9
21
28
17
19
9
8
14
11
38
31
11
31
11
17
23
23
9
42
12
11
18
26
11
13
14
18
16
11
16
14
7
8
11
20
30
18
11
27
9
32
16
15
8
11
6
16
29
28
20
8
9
29
11
13
19
32
21
12
8
12
18
32
10
22
21
28
10
23
10
8
10
12
12
10
26
8
24
10
11
7
10
21
24
14
17
19
13
20
9
7
21
12
7
14
10
28
11
19
11
15
26
41
8
29
32
15
14
19
12
16
10
12
8
13
26
35
12
7
8
10
8
8
22
21
12
9
8
9
16
8
11
9
27
7
12
9
18
7
15
15
24
8
16
10
15
15
9
17
17
35
12
20
12
13
17
10
26
10
5
27
11
17
11
14
16
16
19
37
14
11
20
25
20
40
22
5
8
20
28
9
17
12
16
10
19
13
4
12
11
20
8
28
14
11
10
17
33
11
9
17
18
18
31
9
5
14
18
11
24
14
12
16
9
8
5
11
8
24
25
9
36
9
10
25
9
34
26
13
26
22
10
11
15
17
9
11
31
35
8
20
7
8
24
28
22
14
34
13
24
17
13
25
17
31
6
6
9
16
36
16
11
11
8
11
42
19
15
15
25
12
8
15
11
12
16
13
17
11
8
9
19
16
24
36
9
17
9
18
18
14
15
19
15
10
6
12
17
14
13
10
37
32
17
27
9
9
13
29
36
9
15
11
12
6
21
20
21
15
17
14
16
23
17
19
28
15
13
9
9
8
12
9
13
21
11
11
15
8
19
33
13
15
16
24
11
19
6
8
12
21
10
14
13
15
11
19
19
18
10
26
15
20
15
15
13
14
31
8
14
35
3
17
12
11
25
9
12
9
10
8
41
24
21
22
14
10
12
8
13
7
16
18
19
17
16
19
22
16
18
33
7
7
38
8
9
17
23
22
14
6
26
8
25
18
16
25
23
20
17
7
21
7
14
27
17
12
31
21
21
17
14
6
6
18
28
14
18
22
15
8
22
7
10
12
10
29
11
7
16
7
38
5
15
21
10
17
22
22
16
23
9
12
18
29
22
16
11
4
12
8
16
16
11
20
9
23
16
30
7
22
20
13
20
7
7
16
23
13
17
9
34
23
9
13
23
27
8
38
6
12
13
14
10
26
12
17
24
6
15
14
24
8
22
8
11
18
22
18
16
12
17
23
6
16
16
7
20
25
13
16
12
21
13
25
27
12
17
24
26
6
18
13
13
24
31
24
29
28
19
8
35
11
25
36
14
31
8
19
16
24
18
9
9
20
15
6
13
14
20
15
12
16
12
19
11
22
5
10
24
19
7
10
15
24
24
15
22
13
11
21
27
15
26
14
13
14
32
23
19
10
35
6
22
11
18
15
13
17
16
25
14
16
13
22
15
12
12
19
6
14
21
30
15
18
11
16
11
10
15
21
6
13
14
24
15
17
12
20
20
13
16
9
15
28
12
12
6
13
12
5
16
11
41
22
10
10
21
7
14
22
15
6
15
22
12
22
16
17
11
9
18
23
24
10
15
9
18
10
14
18
13
26
16
15
9
24
15
26
14
29
28
9
33
19
14
15
12
25
9
19
11
19
18
14
6
10
15
32
22
17
21
23
16
6
14
39
13
31
10
8
15
16
19
15
11
23
24
24
8
13
8
13
38
39
20
19
18
19
15
32
22
35
17
8
18
35
37
27
27
13
28
19
26
24
20
20
24
26
16
15
11
9
8
12
14
28
23
14
16
13
13
12
25
29
18
15
14
18
9
15
21
33
19
10
39
20
12
20
20
12
18
15
10
22
14
11
12
29
34
16
21
12
26
10
10
7
8
10
15
18
22
25
10
17
13
27
29
27
12
8
34
21
16
10
21
20
14
18
13
7
20
17
19
20
16
16
3
11
18
8
15
8
8
17
8
16
13
23
33
7
17
36
15
19
11
10
17
14
12
15
11
16
7
12
22
38
18
15
27
13
20
12
15
32
8
7
30
11
16
9
14
18
8
17
12
23
13
11
8
30
13
12
25
29
7
36
23
22
18
23
15
25
12
31
11
17
23
17
11
11
19
18
9
13
18
34
15
14
11
13
14
5
5
9
12
10
36
23
31
11
15
10
12
18
19
5
10
29
12
12
18
19
14
8
9
16
19
16
33
18
10
30
25
32
10
34
19
39
11
11
18
6
14
25
12
8
12
13
11
19
18
24
9
5
13
26
14
30
5
16
16
7
19
21
15
12
35
13
9
13
27
27
22
15
28
11
18
11
23
14
27
11
18
22
12
7
10
9
8
11
30
33
10
15
21
22
15
32
9
9
17
9
19
11
35
20
19
8
10
19
7
24
10
35
7
15
14
12
13
13
9
15
26
20
5
13
9
12
14
15
13
15
13
15
12
19
13
18
16
17
13
9
13
0
16
15
16
16
17
22
10
16
12
14
7
28
15
11
16
10
12
29
11
15
16
14
18
11
19
16
22
10
17
17
6
10
15
9
16
29
11
12
14
16
10
14
9
11
20
21
11
16
12
25
13
20
7
15
12
9
21
13
11
6
8
16
8
9
19
16
15
11
20
14
17
11
25
14
15
27
14
23
24
12
8
16
20
16
7
21
13
17
36
13
11
26
9
8
7
14
15
26
18
13
11
10
28
26
11
9
15
13
13
8
13
24
22
7
20
10
21
13
16
12
12
10
24
9
15
22
4
13
21
25
11
29
9
16
17
13
9
10
9
9
13
19
8
22
13
6
8
11
21
14
9
24
17
15
10
10
26
33
13
19
15
13
14
27
13
5
10
41
9
16
43
13
11
10
12
9
24
12
17
20
10
19
22
17
19
26
10
15
24
19
13
41
15
21
6
6
9
17
20
7
22
40
15
22
20
16
5
14
15
11
8
24
11
20
15
22
13
21
20
13
20
22
15
8
21
23
14
10
17
15
14
22
10
19
9
9
8
13
15
21
12
34
13
16
16
18
23
18
13
9
22
8
11
14
11
9
16
12
32
13
29
9
18
16
25
11
23
22
12
21
8
20
20
9
19
16
9
18
15
26
20
33
35
7
16
13
12
24
26
7
21
16
13
11
15
6
23
14
36
10
28
31
23
4
11
27
9
16
9
14
3
24
9
13
13
5
29
14
8
33
33
15
23
12
13
16
5
12
9
6
13
14
19
18
25
31
16
15
11
22
35
16
11
12
8
13
10
28
12
10
18
19
20
36
17
6
18
10
15
14
16
10
17
27
8
9
15
22
11
12
10
9
13
15
18
17
15
11
10
7
19
12
12
18
10
16
12
16
10
9
22
19
20
20
10
24
14
19
5
9
22
11
36
23
13
16
9
21
24
23
17
13
24
15
7
14
13
12
17
32
29
9
11
16
4
14
21
20
5
7
23
19
13
31
15
12
10
23
6
8
9
20
18
23
15
16
10
11
29
18
16
10
9
36
16
4
9
22
14
8
10
0
13
13
5
10
19
12
28
18
13
22
12
10
19
14
9
14
7
14
15
16
11
18
17
10
6
34
8
16
22
19
23
13
25
12
22
34
31
25
12
20
11
10
11
10
14
22
19
11
8
8
17
24
6
12
32
14
9
13
26
13
13
15
7
9
13
10
15
10
23
5
11
16
27
18
13
10
37
7
11
17
20
13
10
35
23
9
12
10
7
14
26
15
15
13
9
34
17
9
20
16
17
27
16
6
28
25
16
12
18
31
22
11
18
15
8
13
13
27
17
11
14
14
8
9
14
16
17
35
12
9
13
9
13
8
12
25
32
10
18
15
10
9
7
31
19
9
18
26
18
10
17
11
10
12
23
10
32
8
15
6
9
9
23
16
10
9
36
6
14
14
18
19
8
15
6
21
22
20
16
17
17
38
14
13
16
6
10
11
19
24
19
12
15
13
20
14
20
11
24
14
9
20
9
13
12
7
11
15
17
26
9
31
18
22
24
28
5
30
25
10
18
13
10
12
9
11
18
21
31
37
11
9
27
20
13
13
12
13
17
11
11
7
23
12
14
12
25
16
9
11
8
13
34
16
24
26
6
10
20
6
14
9
6
12
19
18
19
25
22
19
36
29
13
17
8
17
9
19
17
11
20
10
16
21
14
14
39
12
20
30
5
14
18
13
25
10
14
9
14
23
11
16
16
16
24
16
9
17
7
16
14
7
12
9
13
12
21
16
12
9
44
14
10
22
13
26
38
16
26
10
12
14
9
19
9
15
12
9
13
16
12
10
6
34
22
18
18
20
9
16
10
8
13
8
12
22
9
17
11
12
10
11
9
27
2
17
12
7
9
16
9
15
15
21
38
12
15
19
8
15
15
13
15
20
8
10
10
15
9
28
16
11
14
11
19
32
14
14
15
4
18
9
17
22
11
14
23
10
13
13
8
33
27
13
30
15
31
21
14
10
14
18
34
21
18
11
31
6
36
18
13
20
13
11
21
25
21
18
14
16
11
10
18
16
11
13
9
9
27
12
18
12
15
5
10
16
18
10
12
39
16
10
15
18
4
9
18
15
13
20
37
27
13
14
11
9
21
20
19
17
28
12
27
12
15
13
8
14
3
13
22
10
11
13
15
14
17
10
17
11
20
7
12
12
9
28
8
18
15
14
23
11
12
10
18
14
12
10
11
28
16
12
11
17
18
24
32
11
11
12
21
12
18
27
15
11
12
14
30
24
13
8
13
14
14
13
8
7
18
17
7
10
24
10
17
10
17
34
12
0
22
15
14
10
13
25
21
15
35
4
12
12
14
32
13
24
14
13
18
15
16
20
10
13
6
8
11
13
10
10
8
10
11
10
9
9
16
12
9
11
13
19
16
20
15
29
8
22
14
17
6
7
9
18
11
15
20
16
19
8
34
25
14
5
17
25
20
13
9
15
11
38
22
16
38
13
9
18
19
26
8
13
8
12
14
15
7
7
15
9
12
23
25
7
10
36
18
40
8
32
25
13
6
18
13
9
12
20
9
14
13
24
18
16
12
10
17
16
17
14
13
16
16
9
26
20
10
12
30
15
15
7
7
8
18
19
32
18
13
15
17
19
23
17
21
13
18
8
19
20
13
16
7
11
19
28
13
16
10
17
14
26
17
13
14
25
12
34
25
7
30
3
11
24
12
35
3
19
16
9
21
10
16
12
19
5
7
17
14
11
11
32
13
6
9
27
24
23
18
10
24
14
18
20
14
12
10
23
12
31
16
15
21
17
12
24
17
9
13
8
9
16
21
13
19
10
10
9
28
32
39
16
11
15
34
17
17
16
14
14
16
33
12
21
28
26
11
9
14
12
31
21
16
11
18
12
17
18
14
15
8
11
18
41
8
6
39
13
19
11
20
8
14
17
14
7
13
30
13
10
12
6
13
11
12
13
11
17
25
22
14
14
16
10
10
27
6
26
12
24
28
10
12
21
11
14
18
17
34
14
27
17
21
14
22
22
8
14
23
19
13
14
33
17
18
21
23
18
14
24
13
16
17
8
4
18
12
13
13
23
21
12
13
9
9
10
23
8
10
25
13
13
21
8
22
13
4
17
12
14
24
12
22
14
12
17
32
13
10
20
19
12
14
11
31
7
14
25
9
17
12
13
12
8
12
13
15
7
18
10
6
36
6
13
21
41
13
10
7
15
20
17
24
6
5
9
7
10
14
22
10
23
9
9
14
18
29
18
6
12
13
10
17
17
15
12
23
10
10
10
10
11
9
25
17
9
31
12
18
6
6
16
32
11
36
24
37
17
9
15
9
16
9
30
14
14
11
37
17
8
12
10
40
15
30
16
14
14
35
10
10
13
6
11
11
11
10
12
14
11
20
13
11
16
15
13
24
25
35
11
18
17
10
9
22
15
10
22
30
16
16
15
11
23
30
17
12
9
30
17
15
10
32
21
12
12
7
9
32
9
11
17
7
14
14
17
9
10
19
15
10
7
13
12
6
16
10
33
28
27
8
18
10
9
0
13
7
20
18
13
17
17
18
11
21
19
13
28
14
16
7
34
28
14
7
9
9
30
14
11
9
10
28
18
19
20
9
16
7
8
6
9
7
11
10
29
13
13
13
20
13
18
17
22
7
11
21
15
20
17
24
7
15
34
25
16
8
15
16
13
18
7
15
17
18
9
16
8
24
34
13
22
16
12
30
8
20
10
10
16
15
37
13
22
12
11
13
13
14
12
12
34
15
11
12
16
7
10
13
12
17
11
29
31
14
21
22
29
11
9
17
5
7
14
14
15
11
14
8
8
9
18
15
23
22
23
25
22
24
20
10
7
9
23
22
19
12
9
13
10
17
8
42
8
10
19
12
10
16
11
18
34
8
34
18
14
15
25
13
0
29
16
9
30
9
13
13
14
11
26
22
20
9
23
12
15
20
31
21
18
21
7
6
8
16
10
13
15
6
24
24
11
14
8
19
20
37
22
7
12
18
8
8
15
18
22
11
12
23
13
23
15
12
18
16
32
15
12
16
17
14
25
12
14
6
12
12
15
16
10
17
15
11
15
17
15
24
20
6
14
15
0
19
26
11
24
16
13
16
18
30
19
22
9
31
12
17
19
12
23
17
34
15
17
22
19
17
25
24
24
14
7
16
6
14
13
12
12
17
18
21
14
17
5
15
15
23
6
10
12
24
13
22
18
21
16
21
16
25
19
26
30
5
16
15
24
6
16
16
9
13
6
15
12
19
9
16
31
18
8
23
15
10
35
15
24
19
9
14
18
8
36
19
37
36
9
6
12
13
19
16
22
26
24
10
18
11
13
14
18
13
19
13
19
23
35
10
25
9
16
26
10
24
21
16
29
25
14
17
33
24
25
9
30
9
11
7
6
10
15
20
32
13
11
10
20
14
10
10
16
29
11
20
10
20
23
16
21
14
24
11
19
20
15
20
12
35
16
13
18
14
10
23
9
11
20
15
24
14
20
17
18
14
16
12
30
9
12
21
9
17
19
10
14
7
22
22
16
12
19
4
24
14
22
17
9
25
11
9
9
19
10
6
19
19
33
12
22
25
8
12
15
11
15
9
32
11
8
12
19
19
12
30
17
26
11
9
28
8
16
25
18
15
18
9
17
16
10
26
20
34
17
28
20
19
8
29
13
22
7
17
9
10
8
15
21
6
24
16
27
26
12
37
9
27
6
13
16
25
12
18
24
19
20
29
22
15
7
22
20
12
25
16
7
12
13
5
9
11
23
30
18
26
13
22
22
10
23
20
19
25
24
23
8
15
6
7
20
17
12
26
11
12
17
14
8
39
27
24
11
37
26
14
10
6
15
8
8
21
12
12
15
8
12
25
12
4
7
12
15
18
4
18
31
19
8
16
37
35
15
32
14
10
19
13
10
16
23
14
8
17
6
11
25
4
33
14
7
9
8
13
21
10
14
6
25
16
10
8
7
32
11
21
22
5
12
8
13
17
41
14
11
11
18
10
21
27
17
11
26
16
27
37
8
15
15
17
25
26
11
17
18
13
9
7
16
9
15
9
23
16
28
11
10
17
16
10
12
8
21
33
13
14
21
10
21
3
16
18
7
14
28
9
12
10
18
28
16
21
13
21
32
20
15
8
22
18
4
29
28
22
15
15
20
28
14
14
12
8
22
7
11
37
8
11
11
12
17
14
23
34
16
7
9
17
30
14
9
19
14
26
10
14
14
6
9
14
12
30
5
23
11
13
15
15
12
6
6
12
8
18
14
37
33
9
24
28
14
15
9
24
31
7
16
7
15
27
24
10
14
14
16
11
16
19
8
8
14
5
36
12
17
21
14
28
23
19
9
23
19
21
13
13
14
9
13
35
11
42
14
23
6
26
14
16
15
17
11
11
21
14
13
21
40
9
16
18
11
19
15
20
13
17
9
21
18
11
11
10
14
18
13
14
19
34
8
28
13
23
17
12
24
7
16
31
19
24
10
26
8
9
18
10
12
32
19
18
18
31
23
10
15
12
15
13
20
13
27
10
9
15
24
14
13
14
7
13
13
17
34
10
28
26
17
18
27
17
7
22
11
7
38
13
22
14
13
13
14
8
11
22
16
8
7
13
7
17
10
17
10
7
14
19
12
19
11
19
10
10
10
8
15
11
17
5
6
31
10
8
9
7
17
10
10
15
7
23
18
9
33
29
29
7
15
13
16
5
10
15
20
12
10
14
21
36
8
12
28
11
9
28
11
8
11
18
6
6
15
13
17
5
9
10
13
11
7
16
15
14
18
5
16
18
9
7
15
12
34
10
12
6
11
20
40
16
6
10
11
14
7
25
11
16
21
19
24
13
12
14
8
17
20
10
10
18
21
12
15
29
11
15
31
18
34
7
16
32
23
11
22
14
11
17
11
11
14
9
26
8
11
37
23
12
12
10
24
19
12
13
18
6
21
17
9
21
7
15
10
5
13
10
29
7
7
27
24
16
8
17
27
13
12
12
14
22
13
19
11
30
12
13
27
7
25
22
11
13
18
10
9
22
20
6
18
13
12
9
14
14
8
23
16
6
20
17
13
28
12
13
13
13
28
17
21
11
19
24
6
9
22
10
4
10
18
40
19
11
14
17
18
13
17
18
7
8
14
13
13
7
8
8
27
11
16
12
18
14
13
9
15
24
11
9
12
8
18
12
24
15
15
5
9
19
23
16
14
16
27
17
17
7
10
33
28
22
9
11
13
21
9
23
18
29
32
10
14
9
10
11
21
8
18
22
17
15
15
19
10
34
11
5
18
7
14
17
18
11
25
4
36
12
10
23
9
13
7
9
15
17
9
11
10
11
15
17
16
9
16
7
9
9
23
17
22
14
26
24
18
14
14
29
17
10
13
21
21
11
12
17
8
25
7
26
23
13
11
20
17
32
15
28
13
6
10
27
35
17
16
22
20
12
23
9
14
13
21
11
0
16
13
26
36
10
18
9
8
20
12
11
9
17
18
24
27
15
35
14
8
12
15
29
17
14
11
21
12
5
13
20
22
11
7
17
14
7
18
16
11
22
35
37
19
10
25
13
17
9
12
17
20
16
12
26
10
8
16
24
21
8
14
17
9
23
11
11
6
38
15
14
6
31
15
15
13
11
19
18
15
12
13
21
11
21
20
10
10
13
20
12
12
20
17
16
26
13
26
10
15
26
13
23
19
23
8
21
6
16
17
7
14
15
15
34
24
36
26
22
17
12
33
16
12
5
12
18
24
7
13
19
17
14
16
8
16
8
6
19
14
23
15
11
14
12
11
20
10
16
20
19
5
21
23
9
22
15
20
12
3
9
26
8
17
9
8
36
10
10
14
13
12
12
8
12
18
18
10
