0,99,23,0
0,99,16,1
0,99,33,1
0,99,15,1
0,99,39,1
0,99,38,1
0,99,12,0
0,99,35,0
0,99,31,0
0,99,27,1
0,99,43,1
0,99,2,0
0,99,34,0
0,99,17,0
0,99,37,1
0,99,3,1
0,98,34,0
0,98,16,1
0,98,43,1
0,98,12,1
0,98,27,0
0,98,23,0
0,98,33,1
0,98,39,1
0,98,15,1
0,98,2,1
0,98,3,0
0,98,31,1
0,98,13,0
0,98,35,0
0,98,37,0
0,98,17,1
0,97,33,1
0,97,38,0
0,97,37,0
0,97,3,0
0,97,14,0
0,97,39,0
0,97,16,0
0,97,23,0
0,97,42,0
0,97,2,0
0,97,43,0
0,97,17,0
0,97,36,0
0,97,35,0
0,97,8,0
0,97,34,0
0,96,33,0
0,96,17,0
0,96,16,1
0,96,15,1
0,96,23,0
0,96,3,0
0,96,19,0
0,96,39,0
0,96,34,0
0,96,36,0
0,96,14,0
0,96,43,0
0,96,27,1
0,96,2,0
0,96,37,1
0,96,42,1
0,95,37,0
0,95,16,1
0,95,15,1
0,95,38,0
0,95,43,0
0,95,2,1
0,95,33,0
0,95,3,1
0,95,34,0
0,95,14,0
0,95,31,1
0,95,39,0
0,95,12,0
0,95,19,0
0,95,27,1
0,95,17,0
0,94,19,0
0,94,15,0
0,94,35,1
0,94,14,0
0,94,39,0
0,94,43,0
0,94,42,0
0,94,34,0
0,94,23,1
0,94,36,0
0,94,37,0
0,94,3,1
0,94,2,1
0,94,31,0
0,94,16,0
0,94,27,0
0,93,39,0
0,93,37,1
0,93,19,1
0,93,12,1
0,93,13,0
0,93,23,1
0,93,31,1
0,93,38,0
0,93,3,0
0,93,43,1
0,93,2,1
0,93,34,1
0,93,15,1
0,93,35,0
0,93,33,1
0,93,27,1
0,92,39,1
0,92,34,1
0,92,43,1
0,92,9,1
0,92,2,1
0,92,38,1
0,92,23,1
0,92,13,1
0,92,31,1
0,92,24,1
0,92,4,1
0,92,3,1
0,92,6,1
0,92,12,1
0,92,27,1
0,92,15,1
0,91,39,0
0,91,31,0
0,91,27,0
0,91,23,1
0,91,43,0
0,91,3,0
0,91,36,0
0,91,8,0
0,91,14,0
0,91,33,0
0,91,19,0
0,91,16,0
0,91,42,1
0,91,10,0
0,91,15,1
0,91,17,0
0,90,35,0
0,90,15,1
0,90,43,0
0,90,3,1
0,90,39,0
0,90,23,0
0,90,33,0
0,90,2,0
0,90,27,0
0,90,19,0
0,90,37,0
0,90,14,1
0,90,34,1
0,90,16,0
0,90,36,0
0,90,42,1
0,89,23,0
0,89,17,0
0,89,2,1
0,89,37,0
0,89,3,1
0,89,39,0
0,89,12,0
0,89,15,1
0,89,27,0
0,89,16,1
0,89,19,0
0,89,43,1
0,89,35,1
0,89,33,0
0,89,31,0
0,89,34,0
0,88,2,0
0,88,34,1
0,88,27,1
0,88,16,1
0,88,35,0
0,88,13,0
0,88,39,0
0,88,15,1
0,88,23,0
0,88,33,0
0,88,14,0
0,88,43,0
0,88,3,0
0,88,19,0
0,88,42,1
0,88,36,0
0,87,34,0
0,87,27,1
0,87,39,1
0,87,17,0
0,87,23,1
0,87,3,1
0,87,16,1
0,87,33,0
0,87,38,0
0,87,15,1
0,87,19,0
0,87,12,0
0,87,2,0
0,87,31,1
0,87,43,1
0,87,35,0
0,86,34,0
0,86,17,0
0,86,15,1
0,86,3,1
0,86,27,1
0,86,12,0
0,86,19,1
0,86,2,0
0,86,37,0
0,86,31,1
0,86,23,1
0,86,35,1
0,86,16,1
0,86,13,1
0,86,39,0
0,86,33,0
0,85,12,1
0,85,35,1
0,85,19,1
0,85,2,1
0,85,27,1
0,85,24,1
0,85,3,1
0,85,43,1
0,85,15,1
0,85,23,1
0,85,9,1
0,85,33,1
0,85,6,1
0,85,13,1
0,85,31,1
0,85,4,0
0,84,19,1
0,84,12,0
0,84,31,1
0,84,35,1
0,84,3,1
0,84,43,1
0,84,23,1
0,84,2,1
0,84,13,1
0,84,38,1
0,84,15,1
0,84,27,1
0,84,34,1
0,84,24,1
0,84,9,1
0,84,33,1
0,83,17,1
0,83,13,0
